"","p.value.13CCPS","p.value.13CXPS","OTU","Day"
"14032",NA,NA,"OTU.4357","7"
"14033","0.4691","0.6138","OTU.571","7"
"14034","0.2262","0.9969","OTU.640","7"
"14035","0.4743","0.4497","OTU.1129","7"
"14036","0.397","0.7172","OTU.1358","7"
"14037",NA,NA,"OTU.1933","7"
"14038","0.3863","0.142","OTU.3909","7"
"14039",NA,NA,"OTU.4386","7"
"14040","0.3351",NA,"OTU.1088","7"
"14041","0.976","0.7568","OTU.1089","7"
"14042","0.3758","0.4587","OTU.1145","7"
"14043",NA,NA,"OTU.1417","7"
"14044",NA,NA,"OTU.1816","7"
"14045","0.6806","0.514","OTU.3473","7"
"14046","0.4429","0.5212","OTU.682","7"
"14047","0.6635","0.6227","OTU.2790","7"
"14048","0.692","0.6028","OTU.1163","7"
"14049","0.9983","1","OTU.1282","7"
"14050","0.4666","0.9642","OTU.1296","7"
"14051","0.6249",NA,"OTU.1298","7"
"14052","0.6169","0.9488","OTU.1310","7"
"14053","0.1252","0.6585","OTU.1394","7"
"14054","0.4984","0.0073","OTU.1439","7"
"14055","0.2384","0.9463","OTU.1462","7"
"14056","0.4577",NA,"OTU.1559","7"
"14057","0.7978","0.9122","OTU.1587","7"
"14058",NA,NA,"OTU.1634","7"
"14059","0.5659","0.5785","OTU.1777","7"
"14060","0.6543","0.7694","OTU.1837","7"
"14061","0.3062","0.7572","OTU.1941","7"
"14062","0.3651","0.7496","OTU.1963","7"
"14063","0.2476","0.576","OTU.2026","7"
"14064",NA,NA,"OTU.2233","7"
"14065",NA,"0.5475","OTU.2336","7"
"14066","0.0448","0.0645","OTU.2345","7"
"14067",NA,NA,"OTU.2349","7"
"14068","0.6089","0.964","OTU.2509","7"
"14069","0.5949",NA,"OTU.2521","7"
"14070",NA,NA,"OTU.2583","7"
"14071",NA,NA,"OTU.2633","7"
"14072","0.369","0.7848","OTU.2917","7"
"14073","0.8847","0.852","OTU.3004","7"
"14074",NA,NA,"OTU.3129","7"
"14075",NA,NA,"OTU.3795","7"
"14076",NA,"0.7982","OTU.3884","7"
"14077","0.236",NA,"OTU.3924","7"
"14078",NA,NA,"OTU.4168","7"
"14079","0.888","0.9987","OTU.4227","7"
"14080","0.3628","0.6211","OTU.452","7"
"14081",NA,NA,"OTU.4674","7"
"14082","0.5286",NA,"OTU.4756","7"
"14083","0.7133","0.6706","OTU.4847","7"
"14084",NA,NA,"OTU.4853","7"
"14085",NA,NA,"OTU.4990","7"
"14086","0.2397","0.8624","OTU.5152","7"
"14087",NA,NA,"OTU.5199","7"
"14088",NA,NA,"OTU.5302","7"
"14089","0.9751","0.3778","OTU.5559","7"
"14090",NA,NA,"OTU.5804","7"
"14091","0.62","0.2305","OTU.5982","7"
"14092",NA,NA,"OTU.5989","7"
"14093",NA,"0.3826","OTU.6171","7"
"14094","0.365","0.318","OTU.622","7"
"14095","0.8923","0.8918","OTU.655","7"
"14096","0.8519","0.3648","OTU.712","7"
"14097","0.8521","0.6339","OTU.849","7"
"14098","0.9964","0.817","OTU.1209","7"
"14099",NA,NA,"OTU.1934","7"
"14100",NA,NA,"OTU.2538","7"
"14101",NA,NA,"OTU.3713","7"
"14102","0.3361","0.7365","OTU.752","7"
"14103","0.4502","0.3644","OTU.923","7"
"14104","0.4947","0.7486","OTU.961","7"
"14105","0.2518",NA,"OTU.1006","7"
"14106","0.3872","0.8737","OTU.1085","7"
"14107","0.3722","0.3206","OTU.1096","7"
"14108","0.3934","0.8618","OTU.1149","7"
"14109","0.7054","0.5714","OTU.1151","7"
"14110","0.7797",NA,"OTU.1167","7"
"14111","0.9927","0.9576","OTU.1254","7"
"14112","0.469","0.4393","OTU.1349","7"
"14113","0.6969","0.864","OTU.1468","7"
"14114","0.3604","0.0426","OTU.1586","7"
"14115",NA,NA,"OTU.1619","7"
"14116","0.418","0.3876","OTU.1684","7"
"14117","0.3528","0.2411","OTU.1943","7"
"14118","0.1209","0.3929","OTU.1970","7"
"14119","0.3586","0.759","OTU.1977","7"
"14120","0.2994","0.205","OTU.2397","7"
"14121",NA,"0.1943","OTU.2537","7"
"14122","0.164","0.3384","OTU.2589","7"
"14123",NA,"0.7593","OTU.2631","7"
"14124",NA,NA,"OTU.2645","7"
"14125",NA,NA,"OTU.2725","7"
"14126",NA,NA,"OTU.2729","7"
"14127","0.7056","0.3658","OTU.3499","7"
"14128",NA,NA,"OTU.3556","7"
"14129","0.6918","0.2232","OTU.3594","7"
"14130","0.9379","0.1412","OTU.367","7"
"14131","0.133","0.2117","OTU.3860","7"
"14132",NA,NA,"OTU.3880","7"
"14133","0.1551","0.3985","OTU.4175","7"
"14134",NA,NA,"OTU.4382","7"
"14135","0.7363","0.4129","OTU.5046","7"
"14136","0.3841",NA,"OTU.5387","7"
"14137","0.9908","0.9628","OTU.5648","7"
"14138","0.8323","0.4103","OTU.578","7"
"14139","0.5846","0.3947","OTU.5880","7"
"14140","0.9194","0.9534","OTU.6046","7"
"14141","0.809","0.6385","OTU.609","7"
"14142","0.3244","0.7953","OTU.649","7"
"14143","0.0737","0.192","OTU.817","7"
"14144","0.7935",NA,"OTU.1609","7"
"14145","0.9619","0.8907","OTU.799","7"
"14146","0.057","0.6462","OTU.1312","7"
"14147","0.1819",NA,"OTU.3855","7"
"14148","0.5935",NA,"OTU.4490","7"
"14149",NA,NA,"OTU.5974","7"
"14150",NA,"0.985","OTU.1229","7"
"14151","0.7098","0.819","OTU.1232","7"
"14152","0.9381","0.8977","OTU.1290","7"
"14153","0.7428","0.8775","OTU.1442","7"
"14154","0.1563","0.3822","OTU.1495","7"
"14155","0.7224","0.968","OTU.1889","7"
"14156","0.9739","0.5098","OTU.1961","7"
"14157",NA,NA,"OTU.2531","7"
"14158",NA,NA,"OTU.2620","7"
"14159",NA,NA,"OTU.3259","7"
"14160",NA,NA,"OTU.4021","7"
"14161","0.4604","0.6076","OTU.4641","7"
"14162","0.1244","0.2599","OTU.577","7"
"14163","0.7314","0.8291","OTU.666","7"
"14164","0.0138","0.0396","OTU.798","7"
"14165","0.304","0.7612","OTU.658","7"
"14166","0.9966","0.9039","OTU.1494","7"
"14167","0.2512","0.2257","OTU.1852","7"
"14168","0.8688","0.985","OTU.4529","7"
"14169","0.0491","0.2566","OTU.875","7"
"14170","0.4786","0.2678","OTU.1278","7"
"14171","0.8763","0.8914","OTU.2134","7"
"14172","0.5232",NA,"OTU.5694","7"
"14173","0.2047","0.326","OTU.931","7"
"14174","0.7384","0.6549","OTU.966","7"
"14175","0.8092","0.5009","OTU.1080","7"
"14176","0.7855","0.7695","OTU.1099","7"
"14177","0.6574","0.9592","OTU.1133","7"
"14178","0.1547",NA,"OTU.1170","7"
"14179","0.2942","0.9307","OTU.1201","7"
"14180","0.6645",NA,"OTU.1474","7"
"14181","0.4815","0.21","OTU.1498","7"
"14182","0.6455","0.209","OTU.1513","7"
"14183",NA,"0.053","OTU.1581","7"
"14184",NA,NA,"OTU.1733","7"
"14185","0.0436",NA,"OTU.1811","7"
"14186","0.7767","0.5294","OTU.1834","7"
"14187","0.1367","0.1402","OTU.1862","7"
"14188",NA,NA,"OTU.1892","7"
"14189",NA,NA,"OTU.1896","7"
"14190","0.5559","0.9455","OTU.1975","7"
"14191","0.5465","0.2185","OTU.2147","7"
"14192","0.7225","0.2436","OTU.2172","7"
"14193","0.827",NA,"OTU.2406","7"
"14194","0.4667",NA,"OTU.2559","7"
"14195",NA,NA,"OTU.2887","7"
"14196",NA,NA,"OTU.3013","7"
"14197",NA,NA,"OTU.3225","7"
"14198","0.7204","0.9967","OTU.3296","7"
"14199",NA,NA,"OTU.4282","7"
"14200","0.8151","0.7905","OTU.5215","7"
"14201","0.3333",NA,"OTU.5698","7"
"14202",NA,NA,"OTU.5913","7"
"14203","0.8773","0.3579","OTU.738","7"
"14204","0.8813","0.7113","OTU.872","7"
"14205","0.8758","0.5271","OTU.947","7"
"14206","0.6987","0.5796","OTU.980","7"
"14207","0.1521",NA,"OTU.1042","7"
"14208","0.3852","0.4132","OTU.4965","7"
"14209","0.1367","0.1924","OTU.1473","7"
"14210","0.5068","0.339","OTU.1825","7"
"14211","0.7553",NA,"OTU.2468","7"
"14212",NA,NA,"OTU.2830","7"
"14213",NA,"0.6567","OTU.5222","7"
"14214","0.9333","0.8429","OTU.5866","7"
"14215",NA,NA,"OTU.6041","7"
"14216",NA,NA,"OTU.6144","7"
"14217","0.2992","0.0305","OTU.684","7"
"14218","0.7193","0.9437","OTU.868","7"
"14219",NA,NA,"OTU.1405","7"
"14220","0.8765","0.9935","OTU.2240","7"
"14221","0.4859",NA,"OTU.913","7"
"14222","0.8672","0.9835","OTU.648","7"
"14223","0.9147","0.8524","OTU.3922","7"
"14224",NA,NA,"OTU.5592","7"
"14225","0.5337","0.355","OTU.5785","7"
"14226","0.8446","0.4438","OTU.6230","7"
"14227","0.908","0.9776","OTU.1239","7"
"14228","0.5362","0.0633","OTU.2031","7"
"14229","0.9432","0.4758","OTU.3165","7"
"14230","0.7921",NA,"OTU.4230","7"
"14231",NA,NA,"OTU.5033","7"
"14232","0.7182","0.999","OTU.535","7"
"14233","0.9571","0.8529","OTU.5671","7"
"14234","0.3456","0.5045","OTU.585","7"
"14235","0.2212","0.4329","OTU.788","7"
"14236","0.9254","0.4243","OTU.792","7"
"14237","0.9059","0.9777","OTU.906","7"
"14238","0.0732","0.8033","OTU.528","7"
"14239",NA,NA,"OTU.2044","7"
"14240","0.5394","0.7307","OTU.2377","7"
"14241",NA,NA,"OTU.3480","7"
"14242","0.8231","0.8888","OTU.937","7"
"14243","0.5306","0.2785","OTU.720","7"
"14244","0.4534","0.1211","OTU.705","7"
"14245","0.8218","0.3909","OTU.819","7"
"14246","0.9851","0.858","OTU.1613","7"
"14247","0.6641","0.7272","OTU.2318","7"
"14248","0.7002","0.945","OTU.3614","7"
"14249","0.8723","0.6639","OTU.941","7"
"14250",NA,NA,"OTU.1565","7"
"14251","0.9747","0.993","OTU.2722","7"
"14252","0.436",NA,"OTU.1273","7"
"14253","0.609","0.9991","OTU.1699","7"
"14254",NA,NA,"OTU.4843","7"
"14255","0.9787","0.5476","OTU.779","7"
"14256","0.4268","0.4159","OTU.595","7"
"14257","0.6726","0.6157","OTU.1771","7"
"14258","0.4687","0.5263","OTU.1236","7"
"14259","0.418","0.1749","OTU.2041","7"
"14260","0.8353","0.2726","OTU.2321","7"
"14261",NA,NA,"OTU.2416","7"
"14262","0.9701","0.6762","OTU.3720","7"
"14263","0.3899","0.3236","OTU.558","7"
"14264","0.6332","0.1738","OTU.827","7"
"14265","0.7286","0.1229","OTU.1136","7"
"14266","0.7494","0.8437","OTU.1328","7"
"14267","0.5815","0.749","OTU.1386","7"
"14268","0.5581","0.6306","OTU.1516","7"
"14269","0.9854","0.9875","OTU.1608","7"
"14270","0.6418","0.865","OTU.2057","7"
"14271","0.8521",NA,"OTU.2171","7"
"14272",NA,"0.9206","OTU.2198","7"
"14273",NA,"0.7442","OTU.2363","7"
"14274","0.5269",NA,"OTU.2425","7"
"14275",NA,NA,"OTU.2480","7"
"14276","0.428","0.4076","OTU.2534","7"
"14277",NA,NA,"OTU.2630","7"
"14278",NA,NA,"OTU.2781","7"
"14279",NA,NA,"OTU.3414","7"
"14280",NA,NA,"OTU.3636","7"
"14281","0.6032",NA,"OTU.3680","7"
"14282",NA,NA,"OTU.3784","7"
"14283","0.6945","0.5359","OTU.3857","7"
"14284","0.6934","0.9469","OTU.4592","7"
"14285","0.2221","0.0732","OTU.4949","7"
"14286",NA,NA,"OTU.5535","7"
"14287",NA,NA,"OTU.5540","7"
"14288","0.0952","0.4269","OTU.723","7"
"14289","0.5142","0.7957","OTU.820","7"
"14290","0.3561","0.4359","OTU.842","7"
"14291","0.3108","0.4785","OTU.847","7"
"14292","0.8617","0.883","OTU.954","7"
"14293","0.4056","0.0954","OTU.959","7"
"14294","0.4988","0.2429","OTU.1223","7"
"14295","0.877",NA,"OTU.5700","7"
"14296","0.7613","0.6807","OTU.1161","7"
"14297","0.5889","0.07","OTU.1832","7"
"14298",NA,"0.6042","OTU.1879","7"
"14299",NA,NA,"OTU.1998","7"
"14300",NA,"0.756","OTU.2178","7"
"14301","0.7629",NA,"OTU.2464","7"
"14302",NA,NA,"OTU.2853","7"
"14303",NA,NA,"OTU.3522","7"
"14304",NA,NA,"OTU.4828","7"
"14305",NA,"0.0727","OTU.5501","7"
"14306",NA,NA,"OTU.5959","7"
"14307","0.6811","0.6855","OTU.623","7"
"14308","0.5604","0.9805","OTU.704","7"
"14309","0.5817","0.895","OTU.751","7"
"14310","0.8677","0.947","OTU.1075","7"
"14311","0.1826","0.6999","OTU.1086","7"
"14312","0.8507","0.8255","OTU.1142","7"
"14313","0.8224","0.9468","OTU.1156","7"
"14314","0.7887","0.949","OTU.1197","7"
"14315","0.1205","0.3319","OTU.1200","7"
"14316","0.452","0.059","OTU.1211","7"
"14317","0.1899","0.558","OTU.1286","7"
"14318","0.6944","0.9113","OTU.1304","7"
"14319","0.8243","0.7098","OTU.1397","7"
"14320","0.8565","0.8095","OTU.1424","7"
"14321","0.9039","0.9949","OTU.1732","7"
"14322",NA,NA,"OTU.1738","7"
"14323","0.7289","0.1648","OTU.1742","7"
"14324","0.6807","0.9878","OTU.1823","7"
"14325","0.8482",NA,"OTU.1842","7"
"14326","0.7967","0.756","OTU.1949","7"
"14327","0.4816","0.6693","OTU.1964","7"
"14328","0.9318","0.9867","OTU.2004","7"
"14329",NA,NA,"OTU.2101","7"
"14330","0.8293","0.5983","OTU.2316","7"
"14331","0.8904","0.866","OTU.2320","7"
"14332","0.9175","0.2469","OTU.2378","7"
"14333",NA,NA,"OTU.2390","7"
"14334","0.9701","0.8254","OTU.2446","7"
"14335","0.7044","1","OTU.2475","7"
"14336",NA,NA,"OTU.2488","7"
"14337",NA,NA,"OTU.2523","7"
"14338",NA,NA,"OTU.2593","7"
"14339",NA,NA,"OTU.2629","7"
"14340",NA,NA,"OTU.2793","7"
"14341","0.1926","0.748","OTU.3063","7"
"14342","0.3181",NA,"OTU.3331","7"
"14343",NA,"0.2362","OTU.3564","7"
"14344","0.8429",NA,"OTU.3665","7"
"14345",NA,NA,"OTU.3799","7"
"14346","0.9722","0.5617","OTU.4159","7"
"14347",NA,NA,"OTU.4178","7"
"14348",NA,NA,"OTU.4209","7"
"14349",NA,"0.4194","OTU.4313","7"
"14350",NA,NA,"OTU.4774","7"
"14351","0.9601",NA,"OTU.5088","7"
"14352",NA,NA,"OTU.5178","7"
"14353",NA,NA,"OTU.6074","7"
"14354","0.2267","0.1981","OTU.853","7"
"14355","0.6309","0.6931","OTU.878","7"
"14356","0.5807","0.8549","OTU.903","7"
"14357","0.5748","0.6424","OTU.962","7"
"14358","0.7798","0.955","OTU.5580","7"
"14359","0.3456","0.5293","OTU.1540","7"
"14360",NA,NA,"OTU.1864","7"
"14361","0.968","0.874","OTU.1067","7"
"14362","0.5924","0.2974","OTU.1248","7"
"14363",NA,"0.4545","OTU.1318","7"
"14364",NA,NA,"OTU.1324","7"
"14365","0.8778","0.8625","OTU.1340","7"
"14366","0.6305","0.2947","OTU.1409","7"
"14367","0.9373",NA,"OTU.1449","7"
"14368","0.4987","0.7455","OTU.1456","7"
"14369","0.2986","0.859","OTU.1549","7"
"14370",NA,NA,"OTU.1668","7"
"14371",NA,NA,"OTU.1722","7"
"14372",NA,NA,"OTU.1802","7"
"14373","0.8987","0.8358","OTU.1883","7"
"14374",NA,NA,"OTU.2055","7"
"14375",NA,NA,"OTU.2097","7"
"14376",NA,NA,"OTU.2304","7"
"14377",NA,NA,"OTU.2525","7"
"14378","0.1061","0.5867","OTU.2768","7"
"14379","0.6605","0.4358","OTU.2774","7"
"14380","0.44",NA,"OTU.2810","7"
"14381","0.5915","0.7235","OTU.3021","7"
"14382","0.2597","0.7887","OTU.3603","7"
"14383",NA,NA,"OTU.4040","7"
"14384",NA,NA,"OTU.4361","7"
"14385","0.7585","0.5033","OTU.5450","7"
"14386",NA,NA,"OTU.6227","7"
"14387","0.5054","0.6571","OTU.716","7"
"14388","0.509","0.9783","OTU.726","7"
"14389","0.9056","0.5908","OTU.748","7"
"14390","0.2485","0.2503","OTU.861","7"
"14391","0.9019","0.7986","OTU.946","7"
"14392","0.4525","0.8356","OTU.960","7"
"14393","0.448","0.1701","OTU.1305","7"
"14394",NA,"0.6697","OTU.2000","7"
"14395","0.8656","0.949","OTU.838","7"
"14396","0.3098","0.3966","OTU.1081","7"
"14397","0.7546","0.3103","OTU.1423","7"
"14398","0.708","0.6489","OTU.3630","7"
"14399",NA,NA,"OTU.4464","7"
"14400","0.9506","0.966","OTU.951","7"
"14401",NA,NA,"OTU.3411","7"
"14402","0.0754","0.1142","OTU.972","7"
"14403",NA,NA,"OTU.3681","7"
"14404","0.5672","0.3742","OTU.1004","7"
"14405","0.614","0.698","OTU.2400","7"
"14406","0.4828","0.4781","OTU.2029","7"
"14407","0.6802","0.372","OTU.1020","7"
"14408","0.9541","0.2395","OTU.1132","7"
"14409","0.1356","0.2721","OTU.1154","7"
"14410","0.4264","0.455","OTU.1225","7"
"14411","0.1674",NA,"OTU.1245","7"
"14412","0.6681","0.8525","OTU.1279","7"
"14413","0.2802","0.7488","OTU.1320","7"
"14414","0.9081","0.0982","OTU.1326","7"
"14415","0.4156","0.4555","OTU.1422","7"
"14416","0.1268","0.0685","OTU.1536","7"
"14417","0.4979","0.4643","OTU.1633","7"
"14418","0.3145","0.6574","OTU.1672","7"
"14419","0.1914","0.6934","OTU.1685","7"
"14420","0.3822","0.6988","OTU.1765","7"
"14421",NA,NA,"OTU.2195","7"
"14422","0.6339","0.4762","OTU.2206","7"
"14423",NA,"0.4662","OTU.2309","7"
"14424",NA,NA,"OTU.2325","7"
"14425",NA,NA,"OTU.2524","7"
"14426",NA,NA,"OTU.3070","7"
"14427",NA,NA,"OTU.3389","7"
"14428","0.639","0.2494","OTU.3432","7"
"14429",NA,NA,"OTU.3760","7"
"14430","0.5682","0.1612","OTU.3979","7"
"14431","0.7692","0.8307","OTU.4053","7"
"14432",NA,NA,"OTU.4435","7"
"14433","0.0216","0.4038","OTU.5008","7"
"14434","0.8405","0.2276","OTU.565","7"
"14435","0.2156","0.2802","OTU.815","7"
"14436","0.5721","0.6873","OTU.1032","7"
"14437",NA,NA,"OTU.1703","7"
"14438","0.4453",NA,"OTU.1972","7"
"14439",NA,NA,"OTU.2311","7"
"14440",NA,"0.1358","OTU.2957","7"
"14441","0.8452","0.5027","OTU.774","7"
"14442","0.8482","0.6584","OTU.2095","7"
"14443",NA,NA,"OTU.5082","7"
"14444",NA,"0.0781","OTU.2237","7"
"14445","0.8702","0.2046","OTU.575","7"
"14446","0.5436","0.5057","OTU.987","7"
"14447",NA,NA,"OTU.1558","7"
"14448",NA,NA,"OTU.6146","7"
"14449","0.6989","0.6551","OTU.1024","7"
"14450","0.0267",NA,"OTU.2866","7"
"14451",NA,NA,"OTU.4838","7"
"14452","0.3075","0.771","OTU.6156","7"
"14453","0.8545","0.1779","OTU.1179","7"
"14454",NA,NA,"OTU.4758","7"
"14455","0.3698","0.4685","OTU.1015","7"
"14456","0.8943","0.9519","OTU.1097","7"
"14457","0.5549","0.7999","OTU.1125","7"
"14458","0.7305","0.2563","OTU.1137","7"
"14459","0.6961","0.9782","OTU.1210","7"
"14460","0.3909",NA,"OTU.1275","7"
"14461","0.6714",NA,"OTU.1344","7"
"14462","0.8216","0.2909","OTU.1369","7"
"14463","0.5352","0.2815","OTU.1534","7"
"14464",NA,NA,"OTU.1557","7"
"14465","0.1191","0.7709","OTU.1594","7"
"14466","0.8889","0.9741","OTU.1596","7"
"14467",NA,NA,"OTU.2067","7"
"14468",NA,NA,"OTU.2186","7"
"14469","0.6379","0.7046","OTU.2382","7"
"14470","0.9619",NA,"OTU.2413","7"
"14471","0.3897","0.8052","OTU.2634","7"
"14472","0.429",NA,"OTU.2706","7"
"14473",NA,NA,"OTU.2805","7"
"14474",NA,NA,"OTU.2943","7"
"14475",NA,NA,"OTU.3082","7"
"14476",NA,NA,"OTU.3330","7"
"14477",NA,NA,"OTU.3377","7"
"14478",NA,NA,"OTU.3451","7"
"14479",NA,NA,"OTU.3864","7"
"14480","0.3167","0.5614","OTU.4095","7"
"14481",NA,NA,"OTU.4455","7"
"14482","0.5171","0.5582","OTU.4736","7"
"14483",NA,NA,"OTU.4900","7"
"14484","0.3843","0.5596","OTU.5060","7"
"14485",NA,NA,"OTU.5383","7"
"14486","0.5537","0.9261","OTU.5542","7"
"14487","0.4683","0.6366","OTU.6026","7"
"14488",NA,NA,"OTU.6101","7"
"14489",NA,NA,"OTU.6232","7"
"14490","0.514","0.408","OTU.694","7"
"14491","0.7542","0.6776","OTU.786","7"
"14492","0.6723","0.573","OTU.787","7"
"14493","0.1184","0.4645","OTU.790","7"
"14494","0.3261","0.544","OTU.793","7"
"14495","0.4218","0.4949","OTU.809","7"
"14496","0.0677","0.1485","OTU.928","7"
"14497","0.7243","0.4592","OTU.942","7"
"14498",NA,NA,"OTU.1899","7"
"14499",NA,NA,"OTU.2670","7"
"14500",NA,NA,"OTU.2956","7"
"14501",NA,NA,"OTU.4312","7"
"14502","0.6114","0.4478","OTU.4645","7"
"14503","0.7021","0.3891","OTU.769","7"
"14504","0.939",NA,"OTU.2371","7"
"14505",NA,NA,"OTU.1781","7"
"14506",NA,NA,"OTU.2771","7"
"14507",NA,NA,"OTU.3488","7"
"14508","0.5388","0.5271","OTU.3687","7"
"14509",NA,NA,"OTU.4957","7"
"14510","0.7885","0.9881","OTU.1429","7"
"14511","0.7798","0.8227","OTU.1577","7"
"14512",NA,NA,"OTU.1912","7"
"14513",NA,"0.1264","OTU.4199","7"
"14514",NA,NA,"OTU.4621","7"
"14515","0.0771",NA,"OTU.5421","7"
"14516","0.1843","0.6562","OTU.741","7"
"14517","0.848","0.3011","OTU.1116","7"
"14518","0.5973","0.2141","OTU.1478","7"
"14519",NA,NA,"OTU.2399","7"
"14520",NA,NA,"OTU.3289","7"
"14521",NA,NA,"OTU.4712","7"
"14522",NA,NA,"OTU.5076","7"
"14523","0.1087","0.2396","OTU.2776","7"
"14524",NA,NA,"OTU.4616","7"
"14525","0.2266","0.6477","OTU.5345","7"
"14526","0.6294","0.7781","OTU.949","7"
"14527",NA,NA,"OTU.1679","7"
"14528",NA,NA,"OTU.2012","7"
"14529",NA,NA,"OTU.2903","7"
"14530","0.7193","0.7609","OTU.990","7"
"14531","0.6633","0.9835","OTU.1008","7"
"14532","0.404",NA,"OTU.2905","7"
"14533","0.8166","0.33","OTU.1230","7"
"14534",NA,NA,"OTU.1797","7"
"14535",NA,NA,"OTU.2891","7"
"14536",NA,NA,"OTU.1361","7"
"14537",NA,NA,"OTU.1764","7"
"14538",NA,NA,"OTU.4073","7"
"14539","0.2555",NA,"OTU.1950","7"
"14540","0.7713",NA,"OTU.2944","7"
"14541","0.4737","0.7886","OTU.1029","7"
"14542","0.2821","0.6133","OTU.1044","7"
"14543","0.5475","0.9058","OTU.1070","7"
"14544","0.4234","0.3874","OTU.1165","7"
"14545","0.1026","0.8071","OTU.1182","7"
"14546","0.5291","0.5495","OTU.1183","7"
"14547","0.5694","0.1646","OTU.1214","7"
"14548","0.3435","0.2387","OTU.1222","7"
"14549","0.0226","0.0678","OTU.1228","7"
"14550","0.3384","0.7905","OTU.1539","7"
"14551","0.9001",NA,"OTU.1659","7"
"14552",NA,NA,"OTU.1838","7"
"14553",NA,NA,"OTU.1845","7"
"14554","0.4021","0.0828","OTU.1894","7"
"14555","0.4639","0.8372","OTU.1909","7"
"14556","0.6536","0.7681","OTU.2113","7"
"14557",NA,NA,"OTU.2210","7"
"14558","0.7141","0.8747","OTU.2268","7"
"14559",NA,"0.378","OTU.2329","7"
"14560","0.6923",NA,"OTU.2414","7"
"14561","0.2355","0.0369","OTU.2704","7"
"14562",NA,NA,"OTU.2714","7"
"14563","0.9008",NA,"OTU.2772","7"
"14564",NA,NA,"OTU.2784","7"
"14565",NA,NA,"OTU.2975","7"
"14566","0.2902","0.0353","OTU.3077","7"
"14567","0.618","0.1908","OTU.3100","7"
"14568",NA,NA,"OTU.3222","7"
"14569",NA,"0.9043","OTU.3376","7"
"14570",NA,NA,"OTU.3524","7"
"14571",NA,"0.7203","OTU.3887","7"
"14572",NA,NA,"OTU.3899","7"
"14573",NA,NA,"OTU.3919","7"
"14574",NA,NA,"OTU.4005","7"
"14575","0.9604","0.859","OTU.4076","7"
"14576","0.6559","0.8138","OTU.4165","7"
"14577","0.4343","0.843","OTU.4347","7"
"14578","0.4341","0.3649","OTU.4389","7"
"14579",NA,NA,"OTU.4520","7"
"14580",NA,NA,"OTU.4569","7"
"14581",NA,NA,"OTU.6224","7"
"14582","0.9572","0.4272","OTU.668","7"
"14583","0.6369","0.9211","OTU.724","7"
"14584","0.3165","0.2066","OTU.782","7"
"14585","0.2802","0.1511","OTU.841","7"
"14586","0.502","0.6034","OTU.860","7"
"14587","0.4099","0.6951","OTU.905","7"
"14588",NA,NA,"OTU.4912","7"
"14589",NA,NA,"OTU.2515","7"
"14590","0.7391","0.3186","OTU.783","7"
"14591",NA,NA,"OTU.2088","7"
"14592","0.0058","0.0075","OTU.999","7"
"14593","0.7527","0.9363","OTU.1118","7"
"14594","0.8783",NA,"OTU.1748","7"
"14595",NA,NA,"OTU.1768","7"
"14596","0.0086","0.408","OTU.2267","7"
"14597",NA,NA,"OTU.2755","7"
"14598","0.4806","0.2041","OTU.3811","7"
"14599","0.5529","0.5346","OTU.3818","7"
"14600","0.5425","0.1989","OTU.4689","7"
"14601","0.0263","0.1716","OTU.5207","7"
"14602",NA,NA,"OTU.5363","7"
"14603",NA,NA,"OTU.5458","7"
"14604","0.7903","0.4689","OTU.1034","7"
"14605","0.3872","0.8364","OTU.1139","7"
"14606","0.4469","0.4492","OTU.1265","7"
"14607","0.7161","0.9535","OTU.1353","7"
"14608","0.6414","0.8042","OTU.1383","7"
"14609","0.8265",NA,"OTU.1400","7"
"14610","0.1261","0.151","OTU.1436","7"
"14611","0.9153",NA,"OTU.1472","7"
"14612","0.7368","0.0332","OTU.1477","7"
"14613","0.9718","0.9706","OTU.1620","7"
"14614","0.5367","0.1526","OTU.1702","7"
"14615","0.9864","0.9995","OTU.1776","7"
"14616","0.18","0.5546","OTU.1858","7"
"14617",NA,NA,"OTU.1906","7"
"14618",NA,NA,"OTU.2074","7"
"14619","0.5073",NA,"OTU.2215","7"
"14620","0.5932","0.2682","OTU.2221","7"
"14621",NA,NA,"OTU.2291","7"
"14622","0.1792",NA,"OTU.2341","7"
"14623","0.6477","0.6558","OTU.2352","7"
"14624",NA,NA,"OTU.2831","7"
"14625",NA,"0.3705","OTU.3277","7"
"14626",NA,"0.7032","OTU.4245","7"
"14627",NA,NA,"OTU.4680","7"
"14628",NA,NA,"OTU.4831","7"
"14629","0.6888","0.5368","OTU.502","7"
"14630",NA,NA,"OTU.5278","7"
"14631","0.7144","0.306","OTU.645","7"
"14632","0.7122","0.9546","OTU.993","7"
"14633","0.3631","0.4435","OTU.870","7"
"14634",NA,NA,"OTU.5547","7"
"14635","0.7247","0.6262","OTU.1159","7"
"14636",NA,NA,"OTU.1127","7"
"14637","0.4659","0.1337","OTU.1171","7"
"14638","0.3402","0.4327","OTU.1561","7"
"14639","0.7662","0.5012","OTU.1698","7"
"14640","0.8303","0.7887","OTU.1927","7"
"14641","0.6223",NA,"OTU.1932","7"
"14642",NA,NA,"OTU.2136","7"
"14643",NA,NA,"OTU.2532","7"
"14644","0.243","0.2434","OTU.2653","7"
"14645","0.4771","0.657","OTU.3051","7"
"14646",NA,"0.8912","OTU.3079","7"
"14647","0.6234",NA,"OTU.3102","7"
