usearch v7.0.1090_i86linux32, 4.0Gb RAM (132Gb total), 40 cores
usearch -fastq_stats data/ABCD_combined_reads.fastq -log data/fastq_stats.log 
Started Thu Jan 16 08:25:28 2014

Read length distribution
      L           N      Pct   AccPct
  222  1591404  1516808  1410490  1187159   92.50%   88.16%   81.98%   69.00%
  221  1591960  1517502  1411310  1188340   92.53%   88.20%   82.03%   69.07%
  220  1592614  1518377  1412519  1189795   92.57%   88.25%   82.10%   69.15%
  219  1593399  1519559  1414327  1192596   92.61%   88.32%   82.21%   69.32%
  218  1594292  1520786  1416514  1195951   92.67%   88.39%   82.33%   69.51%
  217  1595230  1522075  1418787  1200256   92.72%   88.47%   82.46%   69.76%
  216  1596201  1523205  1420708  1204777   92.78%   88.53%   82.58%   70.03%
  215  1597148  1524269  1422206  1208925   92.83%   88.60%   82.66%   70.27%
  214  1598194  1525386  1423202  1210390   92.89%   88.66%   82.72%   70.35%
  213  1599552  1526862  1424509  1212087   92.97%   88.75%   82.80%   70.45%
  212  1601038  1528876  1427159  1217228   93.06%   88.86%   82.95%   70.75%
  211  1602560  1531044  1430114  1222575   93.15%   88.99%   83.12%   71.06%
  210  1604125  1533289  1433005  1227636   93.24%   89.12%   83.29%   71.35%
  209  1605755  1535759  1436468  1232193   93.33%   89.26%   83.49%   71.62%
  208  1607283  1539134  1441010  1239562   93.42%   89.46%   83.76%   72.05%
  207  1608773  1542627  1445827  1247278   93.51%   89.66%   84.04%   72.50%
  206  1610201  1546009  1450964  1256188   93.59%   89.86%   84.33%   73.01%
  205  1611510  1548863  1456102  1265487   93.67%   90.03%   84.63%   73.55%
  204  1612670  1551368  1461239  1274679   93.73%   90.17%   84.93%   74.09%
  203  1613657  1553573  1465395  1282628   93.79%   90.30%   85.17%   74.55%
  202  1614582  1555318  1468775  1290545   93.84%   90.40%   85.37%   75.01%
  201  1615717  1556714  1470482  1293134   93.91%   90.48%   85.47%   75.16%
  200  1616608  1557800  1471693  1294799   93.96%   90.54%   85.54%   75.26%
  199  1617569  1559141  1473325  1297364   94.02%   90.62%   85.63%   75.41%
  198  1618391  1560730  1475306  1300162   94.07%   90.71%   85.75%   75.57%
  197  1619218  1562411  1477431  1303067   94.11%   90.81%   85.87%   75.74%
  196  1620070  1564082  1479881  1306964   94.16%   90.91%   86.02%   75.97%
  195  1620909  1565660  1482425  1310915   94.21%   91.00%   86.16%   76.19%
  194  1621734  1567299  1485489  1317035   94.26%   91.10%   86.34%   76.55%
  193  1622575  1568890  1488579  1323613   94.31%   91.19%   86.52%   76.93%
  192  1623299  1570295  1491279  1329716   94.35%   91.27%   86.68%   77.29%
  191  1623956  1571399  1493525  1335144   94.39%   91.33%   86.81%   77.60%
  190  1624520  1572356  1495007  1338197   94.42%   91.39%   86.89%   77.78%
  189  1625078  1573167  1496279  1340875   94.45%   91.44%   86.97%   77.94%
  188  1625627  1574018  1497357  1342814   94.49%   91.49%   87.03%   78.05%
  187  1626216  1574815  1498267  1344266   94.52%   91.53%   87.08%   78.13%
  186  1626815  1575614  1499172  1345421   94.56%   91.58%   87.14%   78.20%
  185  1627402  1576451  1500338  1346645   94.59%   91.63%   87.20%   78.27%
  184  1627943  1577443  1501954  1348696   94.62%   91.69%   87.30%   78.39%
  183  1628485  1578495  1503784  1351448   94.65%   91.75%   87.40%   78.55%
  182  1629053  1579399  1505082  1353525   94.69%   91.80%   87.48%   78.67%
  181  1629621  1580450  1507389  1360105   94.72%   91.86%   87.61%   79.05%
  180  1630157  1581450  1509635  1367081   94.75%   91.92%   87.74%   79.46%
  179  1630644  1582438  1511387  1373131   94.78%   91.98%   87.85%   79.81%
  178  1631068  1583226  1512615  1376287   94.80%   92.02%   87.92%   79.99%
  177  1631496  1583852  1513493  1378188   94.83%   92.06%   87.97%   80.10%
  176  1631882  1584443  1514221  1379439   94.85%   92.09%   88.01%   80.18%
  175  1632294  1585138  1515133  1381388   94.87%   92.13%   88.06%   80.29%
  174  1632717  1585857  1516578  1384340   94.90%   92.18%   88.15%   80.46%
  173  1633142  1586463  1518097  1387386   94.92%   92.21%   88.24%   80.64%
  172  1633528  1587004  1519350  1389905   94.95%   92.24%   88.31%   80.79%
  171  1633867  1587451  1520306  1392588   94.97%   92.27%   88.37%   80.94%
  170  1634182  1587821  1520899  1394850   94.98%   92.29%   88.40%   81.07%
  169  1634502  1588142  1521316  1395884   95.00%   92.31%   88.42%   81.13%
  168  1634843  1588404  1521641  1396476   95.02%   92.32%   88.44%   81.17%
  167  1635158  1588669  1521980  1397015   95.04%   92.34%   88.46%   81.20%
  166  1635519  1588976  1522293  1397542   95.06%   92.36%   88.48%   81.23%
  165  1635924  1589305  1522606  1398068   95.09%   92.38%   88.50%   81.26%
  164  1636357  1589628  1522975  1398653   95.11%   92.39%   88.52%   81.29%
  163  1636833  1590100  1523516  1399523   95.14%   92.42%   88.55%   81.34%
  162  1637370  1590629  1524067  1400410   95.17%   92.45%   88.58%   81.40%
  161  1637936  1591230  1524755  1401440   95.20%   92.49%   88.62%   81.46%
  160  1638524  1592001  1525564  1402643   95.24%   92.53%   88.67%   81.53%
  159  1639197  1592880  1526658  1404887   95.28%   92.58%   88.73%   81.66%
  158  1639865  1593854  1527921  1407461   95.31%   92.64%   88.81%   81.81%
  157  1640595  1594785  1529036  1409394   95.36%   92.69%   88.87%   81.92%
  156  1641426  1595904  1530038  1410592   95.41%   92.76%   88.93%   81.99%
  155  1642494  1597989  1532569  1414897   95.47%   92.88%   89.08%   82.24%
  154  1643610  1599846  1535195  1418693   95.53%   92.99%   89.23%   82.46%
  153  1645187  1603077  1540287  1425058   95.62%   93.18%   89.53%   82.83%
  152  1646337  1606023  1544715  1432859   95.69%   93.35%   89.78%   83.28%
  151  1647174  1607867  1549450  1439336   95.74%   93.45%   90.06%   83.66%
  150  1647866  1609229  1554668  1446139   95.78%   93.53%   90.36%   84.05%
  149  1648521  1610287  1558011  1454245   95.82%   93.60%   90.56%   84.53%
  148  1649120  1611149  1559983  1462302   95.85%   93.65%   90.67%   84.99%
  147  1649734  1611837  1560952  1464637   95.89%   93.69%   90.73%   85.13%
  146  1650346  1612528  1561843  1466442   95.92%   93.73%   90.78%   85.23%
  145  1650985  1613238  1562620  1467780   95.96%   93.77%   90.82%   85.31%
  144  1651577  1613868  1563364  1468941   96.00%   93.80%   90.87%   85.38%
  143  1652131  1614577  1564095  1470138   96.03%   93.84%   90.91%   85.45%
  142  1652714  1615215  1564827  1471339   96.06%   93.88%   90.95%   85.52%
  141  1653224  1615832  1565565  1472497   96.09%   93.92%   91.00%   85.59%
  140  1653718  1616468  1566390  1473855   96.12%   93.95%   91.04%   85.67%
  139  1654198  1617048  1567149  1475205   96.15%   93.99%   91.09%   85.74%
  138  1654650  1617608  1567918  1476454   96.17%   94.02%   91.13%   85.82%
  137  1655044  1618061  1568510  1477538   96.20%   94.05%   91.17%   85.88%
  136  1655409  1618502  1569028  1478635   96.22%   94.07%   91.20%   85.94%
  135  1655900  1618929  1569536  1479495   96.25%   94.10%   91.23%   85.99%
  134  1656300  1619258  1569944  1480180   96.27%   94.12%   91.25%   86.03%
  133  1656681  1619572  1570244  1480647   96.29%   94.13%   91.27%   86.06%
  132  1657072  1619927  1570624  1481138   96.31%   94.16%   91.29%   86.09%
  131  1657521  1620312  1570990  1481651   96.34%   94.18%   91.31%   86.12%
  130  1657947  1620718  1571374  1482122   96.37%   94.20%   91.33%   86.15%
  129  1658356  1621157  1571785  1482673   96.39%   94.23%   91.36%   86.18%
  128  1658739  1621610  1572181  1483249   96.41%   94.25%   91.38%   86.21%
  127  1659134  1622067  1572601  1483757   96.43%   94.28%   91.40%   86.24%
  126  1659510  1622622  1573133  1484552   96.46%   94.31%   91.44%   86.29%
  125  1659861  1623161  1573915  1486189   96.48%   94.34%   91.48%   86.38%
  124  1660196  1623683  1574635  1487807   96.50%   94.37%   91.52%   86.48%
  123  1660485  1624063  1575211  1489197   96.51%   94.40%   91.56%   86.56%
  122  1660798  1624373  1575515  1489704   96.53%   94.41%   91.57%   86.59%
  121  1661081  1624667  1575821  1490069   96.55%   94.43%   91.59%   86.61%
  120  1661350  1624906  1576090  1490430   96.56%   94.44%   91.61%   86.63%
  119  1661624  1625164  1576339  1490789   96.58%   94.46%   91.62%   86.65%
  118  1661875  1625362  1576542  1491167   96.59%   94.47%   91.63%   86.67%
  117  1662172  1625588  1576732  1491541   96.61%   94.48%   91.64%   86.69%
  116  1662476  1625818  1576926  1491878   96.63%   94.50%   91.66%   86.71%
  115  1662889  1626080  1577139  1492178   96.65%   94.51%   91.67%   86.73%
  114  1663317  1626326  1577358  1492502   96.68%   94.53%   91.68%   86.75%
  113  1663807  1626648  1577617  1492811   96.71%   94.55%   91.70%   86.77%
  112  1664337  1627035  1577898  1493144   96.74%   94.57%   91.71%   86.79%
  111  1664903  1627492  1578272  1493625   96.77%   94.60%   91.73%   86.81%
  110  1665526  1627996  1578760  1494364   96.81%   94.62%   91.76%   86.86%
  109  1666098  1628492  1579240  1495123   96.84%   94.65%   91.79%   86.90%
  108  1666786  1629066  1579835  1495982   96.88%   94.69%   91.83%   86.95%
  107  1667503  1629616  1580350  1496742   96.92%   94.72%   91.86%   87.00%
  106  1668185  1630135  1580823  1497447   96.96%   94.75%   91.88%   87.04%
  105  1668870  1630744  1581274  1498072   97.00%   94.78%   91.91%   87.07%
  104  1669590  1631272  1581720  1498558   97.04%   94.81%   91.93%   87.10%
  103  1670479  1631927  1582219  1499095   97.09%   94.85%   91.96%   87.13%
  102  1671403  1632738  1582806  1499696   97.15%   94.90%   92.00%   87.17%
  101  1672298  1633504  1583480  1500389   97.20%   94.94%   92.04%   87.21%
  100  1673070  1634268  1584206  1501304   97.24%   94.99%   92.08%   87.26%
   99  1673830  1635002  1584886  1502216   97.29%   95.03%   92.12%   87.31%
   98  1674637  1635646  1585485  1503015   97.34%   95.07%   92.15%   87.36%
   97  1675420  1636283  1586041  1503744   97.38%   95.11%   92.19%   87.40%
   96  1676280  1636889  1586504  1504326   97.43%   95.14%   92.21%   87.44%
   95  1677101  1637455  1587002  1504893   97.48%   95.17%   92.24%   87.47%
   94  1677928  1638107  1587412  1505375   97.53%   95.21%   92.27%   87.50%
   93  1678772  1638738  1587840  1505783   97.58%   95.25%   92.29%   87.52%
   92  1679646  1639462  1588361  1506319   97.63%   95.29%   92.32%   87.55%
   91  1680528  1640190  1589013  1506971   97.68%   95.33%   92.36%   87.59%
   90  1681371  1640925  1589674  1507681   97.73%   95.38%   92.40%   87.63%
   89  1682212  1641721  1590332  1508427   97.78%   95.42%   92.44%   87.67%
   88  1683162  1642505  1590960  1509107   97.83%   95.47%   92.47%   87.71%
   87  1684027  1643426  1591634  1509792   97.88%   95.52%   92.51%   87.75%
   86  1685006  1644415  1592379  1510532   97.94%   95.58%   92.55%   87.80%
   85  1686453  1646035  1593784  1511853   98.02%   95.67%   92.64%   87.87%
   84  1687586  1647555  1595318  1513491   98.09%   95.76%   92.73%   87.97%
   83  1688617  1649003  1597193  1516051   98.15%   95.85%   92.83%   88.12%
   82  1689585  1650290  1598854  1518479   98.20%   95.92%   92.93%   88.26%
   81  1690559  1651567  1600318  1521346   98.26%   95.99%   93.02%   88.43%
   80  1691474  1652859  1601581  1523590   98.31%   96.07%   93.09%   88.56%
   79  1692406  1654122  1602711  1524612   98.37%   96.14%   93.15%   88.62%
   78  1693268  1655465  1604138  1526177   98.42%   96.22%   93.24%   88.71%
   77  1694055  1656748  1605529  1527800   98.46%   96.30%   93.32%   88.80%
   76  1694804  1657968  1606888  1529407   98.51%   96.37%   93.40%   88.89%
   75  1695550  1659081  1608168  1530701   98.55%   96.43%   93.47%   88.97%
   74  1696231  1660145  1609396  1531954   98.59%   96.49%   93.54%   89.04%
   73  1696858  1661120  1610578  1533214   98.63%   96.55%   93.61%   89.12%
   72  1697470  1661994  1611664  1534438   98.66%   96.60%   93.68%   89.19%
   71  1697997  1662812  1612600  1535499   98.69%   96.65%   93.73%   89.25%
   70  1698470  1663475  1613313  1536394   98.72%   96.69%   93.77%   89.30%
   69  1698877  1664051  1613964  1537054   98.74%   96.72%   93.81%   89.34%
   68  1699334  1664670  1614511  1537594   98.77%   96.76%   93.84%   89.37%
   67  1699714  1665169  1614916  1537974   98.79%   96.79%   93.86%   89.39%
   66  1700073  1665594  1615289  1538327   98.81%   96.81%   93.89%   89.41%
   65  1700430  1666018  1615674  1538646   98.83%   96.83%   93.91%   89.43%
   64  1700844  1666516  1616078  1538997   98.86%   96.86%   93.93%   89.45%
   63  1701239  1667023  1616482  1539351   98.88%   96.89%   93.96%   89.47%
   62  1701600  1667579  1616929  1539629   98.90%   96.93%   93.98%   89.49%
   61  1702010  1668157  1617402  1539961   98.93%   96.96%   94.01%   89.51%
   60  1702375  1668715  1617924  1540354   98.95%   96.99%   94.04%   89.53%
   59  1702717  1669263  1618461  1540802   98.97%   97.02%   94.07%   89.56%
   58  1703165  1669844  1619080  1541378   98.99%   97.06%   94.11%   89.59%
   57  1703672  1670598  1619817  1541980   99.02%   97.10%   94.15%   89.62%
   56  1704213  1671393  1620693  1542639   99.05%   97.15%   94.20%   89.66%
   55  1704748  1672204  1621467  1543133   99.09%   97.19%   94.25%   89.69%
   54  1705268  1673257  1622409  1543815   99.12%   97.26%   94.30%   89.73%
   53  1705812  1674705  1624365  1546249   99.15%   97.34%   94.41%   89.87%
   52  1706301  1676169  1626639  1548854   99.18%   97.42%   94.55%   90.02%
   51  1706822  1677374  1628764  1551471   99.21%   97.49%   94.67%   90.18%
   50  1707386  1678364  1630177  1552727   99.24%   97.55%   94.75%   90.25%
   49  1708001  1679466  1631536  1554073   99.27%   97.62%   94.83%   90.33%
   48  1708672  1680916  1633708  1556533   99.31%   97.70%   94.96%   90.47%
   47  1709361  1682838  1636071  1558641   99.35%   97.81%   95.09%   90.59%
   46  1709994  1685064  1640876  1566383   99.39%   97.94%   95.37%   91.04%
   45  1710676  1687189  1645797  1575145   99.43%   98.07%   95.66%   91.55%
   44  1711182  1688927  1650154  1584182   99.46%   98.17%   95.91%   92.08%
   43  1711718  1690263  1653206  1591436   99.49%   98.24%   96.09%   92.50%
   42  1712257  1691119  1654282  1592810   99.52%   98.29%   96.15%   92.58%
   41  1712968  1692161  1655338  1593932   99.56%   98.35%   96.21%   92.64%
   40  1713442  1693136  1656536  1595042   99.59%   98.41%   96.28%   92.71%
   39  1713963  1694424  1658860  1598971   99.62%   98.49%   96.42%   92.94%
   38  1714441  1695658  1661265  1603286   99.65%   98.56%   96.56%   93.19%
   37  1714963  1696894  1663385  1606828   99.68%   98.63%   96.68%   93.39%
   36  1715509  1698005  1664920  1608569   99.71%   98.69%   96.77%   93.50%
   35  1715992  1699149  1666780  1611243   99.74%   98.76%   96.88%   93.65%
   34  1716431  1700277  1668863  1614056   99.76%   98.83%   97.00%   93.81%
   33  1716833  1701270  1670701  1616655   99.79%   98.88%   97.11%   93.97%
   32  1717202  1702236  1672105  1618130   99.81%   98.94%   97.19%   94.05%
   31  1717530  1703258  1673773  1619934   99.83%   99.00%   97.29%   94.16%
   30  1717826  1704392  1675481  1622048   99.85%   99.06%   97.38%   94.28%
   29  1718092  1705644  1677446  1624654   99.86%   99.14%   97.50%   94.43%
   28  1718360  1707053  1679381  1626729   99.88%   99.22%   97.61%   94.55%
   27  1718536  1708987  1683330  1630773   99.89%   99.33%   97.84%   94.79%
   26  1718687  1711081  1688175  1637382   99.90%   99.45%   98.12%   95.17%
   25  1718783  1712985  1693156  1646278   99.90%   99.56%   98.41%   95.69%
   24  1718825  1714665  1699639  1658357   99.90%   99.66%   98.79%   96.39%
   23  1718853  1715868  1704903  1671670   99.91%   99.73%   99.09%   97.16%
   22  1718899  1716721  1708145  1683811   99.91%   99.78%   99.28%   97.87%
   21  1719001  1717354  1710414  1692229   99.91%   99.82%   99.41%   98.36%
   20  1720059  1718764  1712762  1698367   99.98%   99.90%   99.55%   98.71%
   19  1720110  1719082  1713711  1701782   99.98%   99.92%   99.61%   98.91%
   18  1720171  1719435  1714585  1703974   99.98%   99.94%   99.66%   99.04%
   17  1720231  1719768  1715470  1705613   99.99%   99.96%   99.71%   99.14%
   16  1720261  1719970  1716281  1706892   99.99%   99.97%   99.76%   99.21%
   15  1720288  1720119  1717177  1708421   99.99%   99.98%   99.81%   99.30%
   14  1720302  1720216  1718089  1710162   99.99%   99.98%   99.86%   99.40%
   13  1720353  1720313  1718825  1711886   99.99%   99.99%   99.90%   99.50%
   12  1720395  1720375  1719321  1713179  100.00%   99.99%   99.93%   99.58%
   11  1720429  1720422  1719780  1714785  100.00%  100.00%   99.96%   99.67%
   10  1720431  1720431  1720092  1716291  100.00%  100.00%   99.98%   99.76%
    9  1720433  1720433  1720303  1717559  100.00%  100.00%   99.99%   99.83%
    8  1720434  1720434  1720390  1718536  100.00%  100.00%   99.99%   99.89%
    7  1720437  1720437  1720426  1719286  100.00%  100.00%  100.00%   99.93%
    6  1720438  1720438  1720438  1720071  100.00%  100.00%  100.00%   99.98%
    5  1720439  1720439  1720439  1720332  100.00%  100.00%  100.00%   99.99%
    4  1720441  1720441  1720441  1720440  100.00%  100.00%  100.00%  100.00%
    3  1720451  1720451  1720451  1720451  100.00%  100.00%  100.00%  100.00%
    2  1720455  1720455  1720455  1720455  100.00%  100.00%  100.00%  100.00%
    1  1720480  1720480  1720480  1720480  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  394    0.4%    0.2%    0.0%    0.0%
  393    0.5%    0.2%    0.0%    0.0%
  392    0.5%    0.2%    0.0%    0.0%
  391    0.5%    0.3%    0.0%    0.0%
  390    0.5%    0.3%    0.0%    0.0%
  389    0.5%    0.3%    0.0%    0.0%
  388    0.5%    0.3%    0.0%    0.0%
  387    0.6%    0.3%    0.0%    0.0%
  386    0.6%    0.3%    0.0%    0.0%
  385    0.6%    0.3%    0.0%    0.0%
  384    0.6%    0.4%    0.0%    0.0%
  383    0.6%    0.4%    0.0%    0.0%
  382    0.7%    0.4%    0.0%    0.0%
  381    0.7%    0.4%    0.0%    0.0%
  380    0.7%    0.4%    0.0%    0.0%
  379    0.7%    0.4%    0.0%    0.0%
  378    0.7%    0.5%    0.0%    0.0%
  377    0.8%    0.5%    0.0%    0.0%
  376    0.8%    0.5%    0.0%    0.0%
  375    0.8%    0.5%    0.0%    0.0%
  374    0.8%    0.5%    0.0%    0.0%
  373    0.9%    0.6%    0.0%    0.0%
  372    0.9%    0.6%    0.0%    0.0%
  371    0.9%    0.6%    0.0%    0.0%
  370    1.0%    0.6%    0.0%    0.0%
  369    1.0%    0.7%    0.0%    0.0%
  368    1.0%    0.7%    0.0%    0.0%
  367    1.1%    0.7%    0.0%    0.0%
  366    1.1%    0.7%    0.0%    0.0%
  365    1.1%    0.8%    0.0%    0.0%
  364    1.2%    0.8%    0.0%    0.0%
  363    1.2%    0.8%    0.0%    0.0%
  362    1.3%    0.9%    0.0%    0.0%
  361    1.3%    0.9%    0.0%    0.0%
  360    1.4%    1.0%    0.0%    0.0%
  359    1.4%    1.0%    0.0%    0.0%
  358    1.5%    1.0%    0.0%    0.0%
  357    1.5%    1.1%    0.0%    0.0%
  356    1.6%    1.1%    0.0%    0.0%
  355    1.6%    1.2%    0.0%    0.0%
  354    1.7%    1.3%    0.0%    0.0%
  353    1.8%    1.3%    0.0%    0.0%
  352    1.9%    1.4%    0.0%    0.0%
  351    2.0%    1.5%    0.0%    0.0%
  350    2.1%    1.6%    0.1%    0.0%
  349    2.4%    1.9%    0.2%    0.1%
  348    2.5%    2.0%    0.2%    0.1%
  347    2.6%    2.1%    0.2%    0.1%
  346    2.8%    2.3%    0.2%    0.1%
  345    2.9%    2.4%    0.2%    0.1%
  344    3.1%    2.6%    0.2%    0.1%
  343    3.3%    2.8%    0.2%    0.1%
  342    3.5%    3.0%    0.2%    0.1%
  341    3.8%    3.2%    0.2%    0.1%
  340    4.1%    3.5%    0.2%    0.1%
  339    4.4%    3.8%    0.2%    0.1%
  338    4.8%    4.2%    0.2%    0.1%
  337    5.2%    4.6%    0.2%    0.1%
  336    5.8%    5.2%    0.2%    0.1%
  335    6.6%    6.0%    0.3%    0.1%
  334    7.9%    7.3%    0.6%    0.2%
  333   10.5%    9.8%    1.3%    0.4%
  332   19.8%   19.0%    6.4%    1.9%
  331   86.7%   85.9%   62.7%   33.6%
  330   95.3%   94.5%   68.5%   37.5%
  329   96.5%   95.7%   69.1%   38.3%
  328   96.7%   96.0%   69.2%   38.4%
  327   96.8%   96.1%   69.2%   38.4%
  326   96.9%   96.2%   69.2%   38.4%
  325   96.9%   96.2%   69.3%   38.5%
  324   96.9%   96.3%   69.3%   38.5%
  323   96.9%   96.3%   69.5%   38.7%
  322   97.0%   96.3%   70.1%   41.8%
  321   97.0%   96.3%   70.3%   42.2%
  320   97.0%   96.4%   70.4%   42.6%
  319   97.1%   96.4%   70.6%   43.0%
  318   97.1%   96.5%   70.8%   46.9%
  317   97.1%   96.5%   70.9%   47.4%
  316   97.1%   96.5%   70.9%   47.4%
  315   97.2%   96.6%   71.0%   47.4%
  314   97.5%   96.9%   71.3%   47.7%
  313   97.6%   97.0%   71.3%   47.7%
  312   97.6%   97.0%   71.4%   47.7%
  311   97.6%   97.0%   71.4%   47.7%
  310   97.6%   97.1%   71.4%   47.7%
  309   97.6%   97.1%   71.4%   47.8%
  308   97.6%   97.1%   71.5%   47.8%
  307   97.6%   97.1%   71.5%   47.8%
  306   97.6%   97.1%   71.5%   47.8%
  305   97.7%   97.1%   71.5%   47.8%
  304   97.7%   97.2%   71.6%   47.8%
  303   97.7%   97.2%   71.6%   47.9%
  302   97.7%   97.2%   71.6%   47.9%
  301   97.7%   97.3%   71.7%   47.9%
  300   97.7%   97.3%   71.7%   48.0%
  299   97.8%   97.3%   71.8%   48.0%
  298   97.8%   97.3%   71.8%   48.0%
  297   97.8%   97.3%   71.8%   48.0%
  296   97.8%   97.4%   71.9%   48.1%
  295   97.8%   97.4%   71.9%   48.1%
  294   97.8%   97.4%   72.0%   48.2%
  293   97.9%   97.4%   72.0%   48.2%
  292   97.9%   97.4%   72.0%   48.2%
  291   97.9%   97.4%   72.0%   48.4%
  290   97.9%   97.5%   72.0%   48.4%
  289   97.9%   97.5%   72.1%   48.4%
  288   98.0%   97.5%   72.1%   48.5%
  287   98.0%   97.5%   72.1%   48.5%
  286   98.0%   97.6%   72.1%   48.5%
  285   98.0%   97.7%   72.2%   48.6%
  284   98.0%   97.8%   72.2%   48.6%
  283   98.0%   97.8%   72.2%   48.6%
  282   98.0%   97.9%   72.4%   48.7%
  281   98.0%   97.9%   74.3%   51.0%
  280   98.1%   97.9%   75.7%   52.7%
  279   98.2%   98.1%   75.9%   52.7%
  278   98.2%   98.1%   76.1%   52.9%
  277   98.2%   98.1%   76.3%   53.1%
  276   98.2%   98.1%   76.6%   53.7%
  275   98.3%   98.1%   77.0%   54.2%
  274   98.3%   98.2%   80.0%   58.2%
  273   98.3%   98.2%   80.2%   58.6%
  272   98.3%   98.2%   80.2%   58.7%
  271   98.3%   98.2%   80.3%   58.7%
  270   98.3%   98.2%   80.3%   58.9%
  269   98.3%   98.2%   80.3%   58.9%
  268   98.3%   98.2%   80.4%   58.9%
  267   98.3%   98.2%   80.4%   59.0%
  266   98.3%   98.2%   80.5%   59.2%
  265   98.4%   98.2%   80.5%   59.2%
  264   98.4%   98.2%   80.5%   59.3%
  263   98.4%   98.3%   80.6%   59.3%
  262   98.4%   98.3%   80.6%   59.4%
  261   98.4%   98.3%   80.6%   59.4%
  260   98.4%   98.3%   80.7%   59.5%
  259   98.4%   98.3%   80.7%   59.5%
  258   98.4%   98.3%   80.7%   59.6%
  257   98.4%   98.3%   80.7%   59.6%
  256   98.4%   98.3%   80.8%   59.7%
  255   98.4%   98.3%   80.8%   59.7%
  254   98.4%   98.3%   80.8%   59.8%
  253   98.4%   98.3%   80.8%   59.8%
  252   98.4%   98.3%   80.9%   59.8%
  251   98.4%   98.3%   80.9%   59.9%
  250   98.5%   98.3%   81.1%   60.7%
  249   98.5%   98.4%   81.2%   60.7%
  248   98.5%   98.4%   81.3%   61.1%
  247   98.5%   98.4%   81.4%   61.3%
  246   98.5%   98.4%   81.4%   61.4%
  245   98.5%   98.4%   81.5%   61.5%
  244   98.5%   98.4%   81.6%   62.0%
  243   98.5%   98.4%   81.7%   62.0%
  242   98.5%   98.4%   81.7%   62.1%
  241   98.5%   98.4%   81.9%   62.5%
  240   98.5%   98.4%   81.9%   62.6%
  239   98.5%   98.4%   81.9%   62.6%
  238   98.5%   98.4%   81.9%   62.6%
  237   98.5%   98.4%   81.9%   62.6%
  236   98.5%   98.4%   82.0%   62.6%
  235   98.5%   98.4%   82.0%   62.6%
  234   98.5%   98.4%   82.0%   62.7%
  233   98.5%   98.4%   82.0%   62.8%
  232   98.5%   98.5%   82.0%   62.8%
  231   98.5%   98.5%   82.1%   62.9%
  230   98.5%   98.5%   82.1%   62.9%
  229   98.5%   98.5%   82.1%   63.0%
  228   98.5%   98.5%   82.2%   63.1%
  227   98.5%   98.5%   82.2%   63.4%
  226   98.5%   98.5%   82.3%   63.5%
  225   98.6%   98.5%   82.3%   63.6%
  224   98.6%   98.5%   82.4%   63.8%
  223   98.6%   98.5%   82.4%   63.8%
  222   98.6%   98.5%   82.5%   64.0%
  221   98.6%   98.5%   82.8%   64.3%
  220   98.6%   98.5%   82.8%   64.4%
  219   98.6%   98.5%   82.8%   64.4%
  218   98.6%   98.5%   82.9%   64.4%
  217   98.6%   98.5%   82.9%   64.5%
  216   98.6%   98.5%   83.0%   64.6%
  215   98.6%   98.5%   83.0%   64.7%
  214   98.6%   98.6%   83.3%   65.3%
  213   98.6%   98.6%   83.4%   65.5%
  212   98.6%   98.6%   83.4%   65.5%
  211   98.6%   98.6%   83.5%   65.5%
  210   98.6%   98.6%   83.5%   65.6%
  209   98.6%   98.6%   83.7%   66.2%
  208   98.6%   98.6%   83.9%   66.6%
  207   98.6%   98.6%   84.0%   66.8%
  206   98.7%   98.6%   84.2%   66.9%
  205   98.7%   98.6%   84.3%   67.5%
  204   98.7%   98.6%   84.5%   68.0%
  203   98.7%   98.6%   84.8%   68.5%
  202   98.7%   98.7%   85.0%   68.7%
  201   98.7%   98.7%   85.8%   69.9%
  200   98.7%   98.7%   85.9%   70.1%
  199   98.7%   98.7%   85.9%   70.1%
  198   98.8%   98.7%   86.0%   70.3%
  197   98.8%   98.7%   86.0%   70.3%
  196   98.8%   98.7%   86.1%   70.6%
  195   98.8%   98.7%   86.2%   70.7%
  194   98.8%   98.7%   86.3%   70.8%
  193   98.8%   98.8%   86.5%   71.0%
  192   98.8%   98.8%   86.7%   71.4%
  191   98.8%   98.8%   86.9%   71.7%
  190   98.8%   98.8%   87.2%   72.7%
  189   98.8%   98.8%   87.2%   72.8%
  188   98.8%   98.8%   87.3%   73.1%
  187   98.8%   98.8%   87.4%   73.2%
  186   98.8%   98.8%   87.5%   73.4%
  185   98.8%   98.8%   87.5%   73.4%
  184   98.8%   98.8%   87.5%   73.4%
  183   98.8%   98.8%   87.6%   73.5%
  182   98.8%   98.8%   87.7%   73.6%
  181   98.8%   98.8%   87.7%   73.7%
  180   98.8%   98.8%   87.8%   73.9%
  179   98.8%   98.8%   87.9%   74.1%
  178   98.8%   98.8%   88.2%   76.1%
  177   98.8%   98.8%   88.3%   76.4%
  176   98.9%   98.8%   88.3%   76.8%
  175   98.9%   98.8%   88.4%   76.9%
  174   98.9%   98.8%   88.4%   76.9%
  173   98.9%   98.9%   88.4%   77.0%
  172   98.9%   98.9%   88.5%   77.5%
  171   98.9%   98.9%   88.6%   77.6%
